question,answer,question_type,skills,answer_type
which type of men were more likely to be involved in a school or community group\, visible minority or not a visible minority?,Simple,No skill,Person
which type of men were less likely to be involved in a union or professional organization\, visible minority or not a visible minority?,Simple,No skill,Person
in 2017\, how many million dollars did domestically performed business r&d account for of the $547.9 million national r&d total?,Simple,No skill,Person
in 2017\, how many percent did domestically performed business r&d account for of the $547.9 billion national r&d total?,Simple,No skill,Person
how many units did the nissan leaf sell in 2013?,1812.0,Simple,Counting,Date
which team did adi hutter teach between 1 july 2009 and 5 april 2012?,rheindorf altach,Intersection,No skill,Person
what regions are more likely to have higher farm capital value($1\,500\,Simple,Counting,Number
what was the age-standardized rates of hop lower among visible minorities or among people who were not members of visible minority groups?,visible minority,Simple,Negation,Person
which gender was more comprised of canada's population as of july 1\, 2014\,Simple,Filtering time,Date
how many women and girls have grown in absolute numbers over the past century in 1921?,4258.2,Intersection,Counting,Date
based on the medium-growth scenario of these projections\, how many females could canada have by 2031?,Simple,Filtering time,Date
based on the medium-growth scenario of these projections\, how many females could canada have risen to by 2061?,Simple,Filtering time,Date
what was the percentage of women and girls accounted for of the total population on july 1\, 2014?,Intersection,Aggregation,Date
what was the percentage of females represented of the population in 1921?,48.5,Simple,Counting,Number
what did women comprise of the population among individuals aged 55 to 59 in 2014?,50.1,Simple,Counting,Number
what did women comprise of the population among individuals aged 85 to 89 in 2014?,62.9,Simple,Counting,Number
what did women comprise of the population among individuals aged 90 and over in 2014?,72.0,Intersection,Counting,Number
how many women and girls reported an aboriginal identity?,718.5,Simple,Counting,Number
what was the percentage of the total female population reported an aboriginal identity?,4.3,Simple,Aggregation,Number
in 2011\, what was the percentage of the aboriginal female population identified as first nations only?,Simple,No skill,Person
in 2011\, what was the percentage of the aboriginal female population identified as metis only?,Simple,No skill,Person
in 2011\, what was the percentage of the aboriginal female population identified as inuit only?,Simple,No skill,Person
in 2011\, what was the percentage of the aboriginal female population identified as other aboriginal identities or more than one aboriginal identity?,Simple,No skill,Person
in 2011\, how many women and girls in canada who belonged to a visible minority group?,Simple,No skill,Person
in 2011\, what the percentage did women and girls in canada who belonged to a visible minority group account for?,Simple,No skill,Person
what were the three largest groups among females who reported a visible minority status in 2011?,<south asian>\,Simple,Superlative,Person
when did clawfinger's single do what i say release?,1995.0,Simple,Filtering time,Date
how many kickoff yards did maryland's torrey smith have?,1089.0,Simple,Counting,Date
in 2011\, how many women and girls reported that they spoke more than one language most often at home?,Simple,No skill,Person
in 2011\, what was the percentage of women and girls reported that they spoke more than one language most often at home?,Simple,No skill,Person
what was the percentage of the most common religion for females in 2011 of christian?,69.5,Simple,Superlative,Number
what was the percentage of the most common religion for males in 2011 of christian?,64.9,Simple,Superlative,Number
in 1998\, what was the percentage of minimum wage workers aged 15 to 24?,Simple,No skill,Person
what was the percentage of youth minimum-wage workers accounting for?,52.3,Simple,Counting,Number
in 2018\, what was the percentage of immigrant employees earned minimum wage?,Simple,No skill,Person
in 2018\, what was the percentage of canadian-born employees earned minimum wage?,Simple,No skill,Person
in 2018\, what was the percentage of unattached individuals and lone-parent employees earned minimum wage?,Simple,No skill,Person
in 2018\, what was the percentage of other economic family types employees earned minimum wage?,Simple,No skill,Person
how many million dollars did businesses spend on research and development performance in the united states in 2017?,400100.0,Intersection,Counting,Number
businesses spent $400 billion on research and development performance in the united states in 2017\, how many percent of increase from 2016?,Intersection,Filtering time,Date
how many million dollars was funding from the companies' own sources in 2017?,339036.0,Simple,Counting,Number
funding from the companies' own sources was $339 billion in 2017\, how many percent of increase from 2016?,Simple,Filtering time,Date
how many million dollars was funding from other sources in 2017?,61065.0,Simple,Counting,Number
how many million dollars was funding from other sources in 2016?,56954.0,Simple,Counting,Number
in 2017\, of the $400 million companies spent on r&d\,Simple,No skill,Person
in 2017\, of the $400 million companies spent on r&d\,Simple,No skill,Person
in 2017\, of the $400 million companies spent on r&d\,Simple,No skill,Person
how many receptions did richardson get in 2014?,29.0,Simple,Counting,Number
how many percent did automobile manufacturers account of michigan's total?,74.0,Simple,Aggregation;Counting,Number
how many percent did software publishers account of washington's total?,62.0,Simple,Aggregation;Counting,Number
how many percent did the pharmaceutical industry account of new jersey's total?,53.0,Simple,Aggregation;Counting,Number
how many percent did the pharmaceutical industry account of pennsylvania's total?,48.0,Simple,Aggregation;Counting,Number
how many percent did the semiconductor and other electronic components industry (the largest industry in terms of r&d in california) account of california's business r&d?,20.0,Intersection,Superlative;Counting,Number
how many percent did all information and communication technology (ict) industries combined account of the state's business r&d?,67.0,Simple,Counting,Number
how many games did salomon kalou play for chelsea in total?,254.0,Simple,Aggregation;Counting,Number
what is the peak chart position on uk charts for lucie silvas single it's too late from the album forget me not?,62.0,Simple,Counting,Number
what is the final result for the second edition of the ofc women's nations cup in 1986 hosted by new zealand?,4-1,Simple,Ordinal,Number
how many games did kamil glik play with 13 goals fr torino in total?,171.0,Composition,Aggregation;Negation;Filtering entity,Number
for the entire monteregie region\, which observation has the highest proportion?,Simple,No skill,Person
how many percent of farms in the outaouais region have reported growing hay in 2011?,21.3,Simple,Counting,Number
what was the pearson correlation between the ipaq and paaq estimates?,0.375,Simple,Counting,Number
in 2017\, how many million dollars did companies in manufacturing industries perform of domestic r&d?,Simple,No skill,Person
in 2017\, how many percentage points did companies in manufacturing industries perform of domestic r&d?,Simple,No skill,Person
how many million dollars did companies in nonmanufacturing industries perform of domestic r&d in 2017?,142874.0,Simple,Counting,Number
how many percentage points did companies in nonmanufacturing industries perform of total domestic r&d performance?,0.357096,Simple,Aggregation;Counting,Number
which club did kevin harper play for in 2002-03?,portsmouth,Simple,No skill,Unknown
how many goals did apostolovic score for radnicki nis in 12 fixture of the 2016-17 superliga season?,1.0,Simple,Counting,Number
list regions in which english-language workers were more likely to have no certificate\, diploma or degree\,Simple,Negation,Person
how many million dollars did companies that performed or funded r&d in the united states in 2017 spend on assets with expected useful lives of more than 1 year?,587332.0,Composition,Comparative;Filtering numeric;Filtering entity,Number
how many million dollars were spent on structures\, equipment\,Simple,Counting,Unknown
how many million dollars by manufacturing industries were spent on structures\, equipment\,Simple,Counting,Unknown
how many million dollars by nonmanufacturing industries were spent on structures\, equipment\,Simple,Counting,Unknown
list the matches that forfar athletic competed in.,<challenge cup>\,Simple,No skill,Person
how many goals did emmanuel eboue score for arsenal from 2005 to 2011?,10.0,Simple,Counting,Number
which club did mirallas play for in the 2013-14 season?,everton,Simple,No skill,Unknown
how many yards passing did randall cunningham have in 2000?,849.0,Simple,Counting,Number
how many residents do halifax have?,403131.0,Simple,Counting,Number
in 2011\, how many people aged 15 years and older are working in ontario's agricultural sector?,Simple,No skill,Person
how many percent of workers in ontario belonges to the french-language minority?,0.034322,Simple,Counting,Number
what percent of workers in ontario are from eastern ontario?,0.112303,Simple,Counting,Number
in eastern ontario\, how many workers belonge to the french-language minority?,Simple,No skill,Person
what percent of all french-language agricultural workers are in eastern ontario?,0.573082,Simple,Counting,Number
in 2011\, what percent of workers in the ontario's agricultural sector are from northern ontario ?,Simple,No skill,Person
what percent of workers in the northern ontario's agricultural sector were french-language minorities?,0.194444,Simple,Counting,Number
how many dollars did college graduates earn in employment income?,35000.0,Simple,Counting,Number
how many dollars did bachelor graduates earn in employment income?,48000.0,Simple,Counting,Number
how many dollars did master graduates earn in employment income?,61000.0,Simple,Counting,Number
how many dollars did doctoral graduates earn in employment income?,65000.0,Simple,Counting,Number
what was the percentage of bachelor's graduates in 'humanities'reported lower levels of job satisfaction?,71.0,Simple,Counting,Number
what was the percentage of doctoral graduates in 'visual and performing arts\, and communications technologies' reported lower levels of job satisfaction?,Intersection,No skill,Person
how many percent of five states (california\, new york\,Simple,Counting,Person
how many percentage points did california account of the microbusiness r&d?,0.2466,Simple,Counting,Date
how many games did paul molitor play for minnesota twins?,648.0,Simple,Counting,Number
which club did billy kellock play for in 1973-74?,norwich city,Simple,No skill,Person
how many receptions did marquez valdes-scantling get in 2018?,38.0,Simple,Counting,Number
list the matches that the melbourne victory fc participated in.,<a-league>\,Simple,No skill,Unknown
in 2011\, how many people aged 15 and older work in ontario's agri-food sector?,Simple,No skill,Person
what percent of people aged 15 and older work in ontario's agri-food sector were francophone?,0.02955,Intersection,Counting,Number
what percent of the province's agri-food workers aged 15 and older in 2011 are from eastern ontario?,0.107647,Intersection,Counting,Number
what percent of ontario's french-language workers are from eastern ontario?,0.393007,Simple,Counting,Number
in 2011\, what percent of the province's agri-food workers were from northern ontario?,Simple,No skill,Person
what percent of workers in northern ontario were francophone?,0.246515,Simple,Counting,Number
what was the percentage of individuals who said they had been victims of hate-motivated incidents did not report the incidents to the police?,64.0,Simple,Negation,Number
of the victims who did not report the hate crime targeting them\, what was the percentage of victimes said they did not report it because they thought the police would not have considered the incident important enough?,Simple,Negation,Person
what was the percentage of individuals who said they had been victims of hate-motivated incidents felt that the crime was minor and not worth taking the time to report to the police?,62.0,Composition,Negation,Number
what was the percentage of hate-motivated victims cited the belief that the accused would not be convicted or adequately punished?,58.0,Composition,Negation,Number
what was the percentage of victims of hate crimes said they did not report the crime because they believed the police would not have been effective?,53.0,Simple,Negation,Number
what was the percentage of victims of non-hate crimes said they did not report the crime because they believed the police would not have been effective?,33.0,Simple,Negation,Number
what was the percentage of victims of hate crimes did not go to the police because they believed the accused would not be convicted or adequately punished?,58.0,Simple,Negation,Number
what was the percentage of victims of non-hate crimes did not go to the police because they believed the accused would not be convicted or adequately punished?,37.0,Simple,Negation,Number
what was the percentage of victims of hate crimes did not report the crime because they either feared the court process or did not want the hassle of dealing with the court process?,40.0,Composition,Negation;Filtering entity,Number
what was the percentage of non-hate crimes did not report the crime because they either feared the court process or did not want the hassle of dealing with the court process?,25.0,Composition,Negation;Filtering entity,Number
what percentage of hate crimes targeting a race or ethnicity did hate crimes targeting arabs and west asians account for in 2016?,8.0,Intersection,Counting,Number
between 2015 and 2016\, which province and territory reported the largest increase in the number of hate crimes?,Simple,No skill,Person
which club did luis manuel lopez vier play for in 2013-14?,torque,Simple,No skill,Unknown
which club did mazur play for in 2015?,atletico camioneros,Simple,No skill,Person
how many receptions did vernon davis have for maryland in 2005?,51.0,Simple,Counting,Number
how many goals did seimandi score for sarmiento in 2017?,3.0,Simple,Counting,Number
how many tackles did manti te'o score in 2011?,128.0,Simple,Counting,Number
which group of workers has a higher proportion of men?other workers or french-language workers?,french-language workers,Simple,No skill,Person
what percent of french-language agricultural workers in northern ontario was married?,46.8,Simple,Counting,Number
which metropolitan area has the highest share of families in apartment buildings?,toronto,Simple,Superlative,Unknown
which metropolitan area has the lowest share of families in apartment buildings?,montreal,Simple,Superlative,Unknown
what was the share of families in apartments at the 95th percentile in toronto?,91.0,Simple,Counting,Number
which club did fernando play for in the 2008-09 season?,porto,Simple,No skill,Unknown
which year did beyond release?,2018.0,Simple,Filtering time,Date
which group of workers in northern ontario was more likely not to have a certificate\, diploma or degree or to have a high school diploma? french-language workers or other workers?,Simple,Negation,Person
which group of workers in northern ontario was less likely to have a college diploma or certificate? french-language workers or other workers?,french-language workers,Simple,No skill,Person
for the three periods of convergence\, the conditional convergence rate is slower than the unconditional rate\,Simple,No skill,Person
for the three periods of convergence\, the conditional convergence rate is slower than the unconditional rate\,Simple,No skill,Person
for the three periods of convergence\, the conditional convergence rate is slower than the unconditional rate\,Simple,No skill,Person
with the incorporation of new benchmark data from the supply and use tables\, what was the level of nominal gdp revised down in 2016?,Intersection,Filtering time,Date
in 2017\, what was the percentage of the level of nominal gdp revised down\,Simple,No skill,Person
in 2018\, what was the level of nominal gdp revised up\,Simple,No skill,Person
which team did gabriel calderon play for from january 2014 to may 2014?,real betis,Intersection,No skill,Person
how many rushing yards did morris get in 2014?,1074.0,Simple,Counting,Date
in 2017\, how many gross mixed taxes-less-subsidies on products and imports were revised down?,Simple,No skill,Person
how many dollars did governments' gross fixed capital formation contribute to revision in gdp in 2018?,4795.0,Simple,Counting,Date
between 2011 and 2015\, which type's voting rate increased faster?,Simple,No skill,Person
what was the voting rate of recent immigrants from africa increased by?,25.4,Simple,Counting,Number
what was the rate for recent immigrants from west central asia and the middle east increased by?,21.6,Intersection,Counting,Number
how many postdocs were employed at ffrdcs in 2019?,3335.0,Simple,Counting,Date
which club did garrido join in primera b nacional?,patronato,Simple,No skill,Unknown
in 2017\, which club did griffiths join in the uzbek league?,Simple,No skill,Person
how many passes did kolb complete with 34 attempts for 144 yards\, throwing no touchdowns and four interceptions during the season 2008?,Composition,Filtering entity;Counting,Date
what is the most frequently reported provincial destination for farm operators who came from the united states between 2011 and 2016?,british columbia,Intersection,Superlative,Person
which kind of farm operator has a higher proportion of choosing british columbia as their provincial destination?,united states,Simple,No skill,Person
in eastern ontario\, which group of workers has a higher proportion of workers who were employees? french-language agricultural workers or other agricultural workers?,Simple,No skill,Person
what's the percent of the share of unincorporated self-employed workers in total employment from 1989 to 2010?,0.100237,Simple,Aggregation,Number
what's the amount of the share of unincorporated self-employed workers in total employment.,1715483.0,Simple,Aggregation,Number
what's the percent of the self-employment rate in 2003?,10.1,Simple,Counting,Number
what's the percent of self-employment rate in 2010?,10.3,Simple,Counting,Number
what's the percent of the aggregate self-employment rate from 1989 to 1998?,0.025,Simple,Counting,Number
what's the percent of the within-age-group component from 1989 to 1998?,0.019,Simple,Counting,Number
what's the percent of the share of total employment to older age groups from 1989 to 1998?,0.005,Simple,Aggregation,Number
how much did the within-age-group component declined from 1998 to 2010?,0.02,Simple,Counting,Number
what's the percent changed of the aggregate self-employment rate in the 1989-to-1998 period?,0.025,Simple,Counting,Number
what's the percent changed of the aggregate self-employment rate after 1998?,0.014,Simple,Comparative;Filtering time,Number
what's the percent changed of the aggregate self-employment rate in the 1989-to-1998 period in age-group composition?,0.005,Simple,Counting,Number
what's the percent of the business category's annual growth rate from 1989 to 2010?,3.5,Simple,Counting,Number
what's the percent of the rental category's annual growth rate from 1989 to 2010?,2.6,Simple,Counting,Number
what's the percent of the professional sector's annual growth rate from 1989 to 2010?,1.3,Simple,Counting,Number
what's the percent declined of the farming sector's annual growth rate from 1989 to 2010?,1.8,Simple,Counting,Number
what's the percent that the fishing sector's annual growth rate declined from 1989 to 2010?,2.8,Composition,Counting,Number
how did the number of self-employed people engaged in rental activities increased during 2008/2009 recessions?,7.7,Simple,Counting,Number
how many self-employed individuals were on average in the business category each year between 1989 and 2010?,31095.0,Intersection,Average;Counting,Number
how many unincorporated self-employed individuals the rental sector had between 1989 and 2010?,6520.0,Simple,Counting,Date
how many unincorporated self-employed individuals the professional sector had over each year?,2249.0,Simple,Counting,Date
how many the self-employed in the farming sector fell each year on average during 1989-2010?,3293,Simple,Average;Counting,Date
how many the self-employed in the fishing sector fell each year on average during 1989-2010?,849,Simple,Average;Counting,Number
how many the gross flows into and out of unincorporated self-employment averaged per year between 1989 and 2010?,1188746.0,Simple,Counting,Number
what's the percent of the gross flows into and out of unincorporated self-employment amounted to of the total unincorporated self-employed population between 1989 and 2010?,69.5,Intersection,Aggregation,Number
how many individuals the unincorporated self-employment sector gaining per year in average during the same period?,53369.0,Simple,Average;Counting,Number
what's the percent of output growth was per year from 1980 to 2000?,3.2,Simple,Counting,Number
what's the percent of output growth was per year from 2000 to 2015?,1.8,Simple,Counting,Number
what's the percent of labour productivity growth was per year over the period from 1980 to 2000?,1.7,Simple,Counting,Number
what's the percent of labour productivity growth was per year over the period from 2000 to 2015?,1.0,Simple,Counting,Number
what's the percent of the decline of labour productivity growth after 2000?,0.7,Simple,Comparative;Filtering time,Number
what's the percent of mfp growth per year in the period from 1980 to 2000?,0.4,Simple,Counting,Number
what's the percent of mfp growth per year in the period from 2000 to 2015?,0.2,Simple,Counting,Number
what's the percent of labour compositional effects from 1980 to 2000?,0.4,Simple,Counting,Number
what's the percent of labour compositional effects from 2000 to 2015?,0.2,Simple,Counting,Number
what was the total number of votes for gampaha electoral district in 2010?,1474464.0,Simple,Aggregation;Counting,Number
what was the won-lost record that dave miley compiled in three seasons as the manager?,<125.0>\,Composition,Counting,Number
what was the proportion of weight that roger lost in the 13 th week?,2.48,Composition,Counting,Number
which type of operationg arrangement in northern and eastern ontario has a higher proportion than the entire province?,sole proprietorship,Intersection,No skill,Person
what's the percent of natural capital input from 1980 to 2000.,0.4,Simple,Counting,Number
what's the percent of annual growth in gross output in oil and gas extraction from 1980 to 2000?,3.7,Intersection,Counting,Number
what's the percent of natural capital input from 2000 to 2013?,0.1,Simple,Counting,Number
what's the percent of annual growth in gross output in oil and gas extraction from 2000 to 2013?,2.4,Intersection,Counting,Number
what's the percent that mfp growth without natural capital was declined in the period from 1980 to 2000?,0.7,Composition,Counting,Number
what'sthe percent that mfp growth without natural capital fell in the period from 2000 to 2013?,3.6,Composition,Counting,Number
what's the percent that this translates into a slowdown in mfp growth over the two periods.,2.9,Composition,Counting,Number
what's the percent that mfp growth had of the increase from 1980 to 2000?,1.6,Composition,Counting,Number
what's the percent that mfp growth had of the decrease from 2000 to 2013?,4.1,Composition,Counting,Number
what's the percent that the slowdown in mtp grouth is over the two periods?,5.7,Composition,Counting,Number
what's the percent of the slowdown in mfp growth in the two periods?,4.3,Simple,Counting,Number
what's the percent of the increase in mfp growth from 1980 to 2000?,1.6,Simple,Counting,Number
what's the percent of the decrease in mfp growth from 2000 to 2013?,2.7,Simple,Counting,Number
what's the percent that mfp growth declined in the two periods?,0.61,Composition,Counting,Number
what's the percent that mfp growth increased from 1980 to 2000?,0.43,Composition,Counting,Number
what's the percent that mfp growth decreased from 2000 to 2015?,0.18,Composition,Counting,Number
what's the percent that mfp growth slowed in the two periods\, when natural capital and changes in capital utilization are taken into account?,Composition,No skill,Person
what's the percent that mfp growth was from 1980 to 2000\, when natural capital and changes in capital utilization are taken into account?,Composition,No skill,Person
what's the percent that mfp growth was from 2000 to 2015\, when natural capital and changes in capital utilization are taken into account?,Composition,No skill,Person
among women\, what is the percentage of them who did not know the relationship of the perpetrator to them in the past 12 months of 2018?,Simple,Filtering time,Date
among women\, what is the percentage of them who did not know how many people were responsible to them in the past 12 months of 2018?,Simple,Filtering time,Date
among women\, what is the percentage of them who did not know the sex of the perpetrator in the past 12 months of 2018?,Simple,Filtering time,Date
among men\, what is the percentage of them who did not know the relationship of the perpetrator to them in the past 12 months of 2018?,Simple,Filtering time,Date
among men\, what is the percentage of them who did not know how many people were responsible to them in the past 12 months of 2018?,Simple,Filtering time,Date
among men\, what is the percentage of them who did not know the sex of the perpetrator in the past 12 months of 2018?,Simple,Filtering time,Date
which gender's proportions of those who did not know the relationship of the perpetrator to them\, did not know how many people were responsible\,Simple,Negation,Person
what is the percentage of women who stated that the perpetrator was a stranger in the past 12 months of 2018?,31.1,Composition,Counting,Number
what is the percentage of men who stated that the perpetrator was a stranger in the past 12 months of 2018?,24.7,Composition,Counting,Number
which gender was more likely to speak with friends\, family members\,Composition,Filtering entity,Person
what is the percentage of women spoke with friends in the past 12 months of 2018?,56.3,Composition,Filtering entity,Number
what is the percentage of men spoke with friends in the past 12 months of 2018?,36.3,Composition,Filtering entity,Number
what is the percentage of women spoke with family members in the past 12 months of 2018?,44.0,Composition,Filtering entity,Number
what is the percentage of men spoke with family members in the past 12 months of 2018?,30.9,Composition,Filtering entity,Number
what is the percentage of women spoke with co-workers in the past 12 months of 2018?,16.4,Composition,Filtering entity,Number
what is the percentage of men spoke with co-workers in the past 12 months of 2018?,12.8,Composition,Filtering entity,Number
what is the percentage of women spoke with a counsellor\, psychologist\,Composition,Filtering entity,Unknown
what is the percentage of men spoke with a counsellor\, psychologist\,Composition,Filtering entity,Unknown
what is the percentage of women spoke with the administrator of the service where the incident took place in the past 12 months of 2018?,8.3,Composition,Filtering entity,Number
what is the percentage of men spoke with the administrator of the service where the incident took place in the past 12 months of 2018?,4.3,Composition,Filtering entity,Number
what is the percentage of women spoke with a lawyer in the past 12 months of 2018?,3.4,Composition,Filtering entity,Number
what is the percentage of men spoke with a lawyer in the past 12 months of 2018?,2.0,Composition,Filtering entity,Number
in contrast\, which gender was considerably more likely than women to state that they did not speak to anybody about the most serious instance in the past 12 months of 2018?,Simple,Filtering time,Date
what is the percentage of men who stated that they did not speak to anybody about the most serious instance in the past 12 months of 2018?,38.7,Composition,Negation;Superlative,Number
what is the percentage of women who stated that they did not speak to anybody about the most serious instance in the past 12 months of 2018?,20.9,Composition,Negation;Superlative,Number
across all industries\, how many percent of r&d workers did researchers account for?,Simple,No skill,Person
across all industries\, how many percent of phd r&d workers did researchers account for?,Simple,No skill,Person
in terms of type of r&d\, how many percent are most business u.s. r&d expenditures concentrated in development activities?,Simple,No skill,Person
how many percent of the pharmaceuticals and medicine manufacturing industries which had the largest shares of phds researchers relative to their industry's total researchers among 4-digit industries employing 5\,000 or more phd researchers?,Intersection,Aggregation;Superlative;Counting,Person
how many percent of the scientific r&d services industries had the largest shares of phds researchers relative to their industry's total researchers among 4-digit industries employing 5\,000 or more phd researchers?,Simple,Aggregation;Superlative;Counting,Person
how many percent of the pharmaceuticals and medicine manufacturing industries which had large shares of research relative to total r&d expenditures?,35.6,Intersection,Aggregation;Counting,Number
how many percent of the scientific r&d services industries which had large shares of research relative to total r&d expenditures?,37.6,Simple,Aggregation;Counting,Number
how many percent of the pharmaceuticals and medicine manufacturing industries which had large shares of research relative to total r&d expenditures?,22.9,Intersection,Aggregation;Counting,Number
which club did patrick theodore play for in 2013-14?,brisbane roar,Simple,No skill,Person
how many receiving yards did sankey record in 2014?,133.0,Simple,Counting,Number
what was the rank that coedpoeth finished in the 1980-81 season?,2.0,Composition,Counting,Number
what is the proportion of women in newfoundland and labrador in the past 12 months of 2018 had been violently victimized?,2.5,Intersection,Counting,Number
what is the proportion of women in quebec in the past 12 months of 2018 had been violently victimized?,3.1,Simple,Counting,Number
what is the proportion of women overall in the past 12 months of 2018 had been violently victimized?,4.3,Simple,Aggregation,Number
compared with the proportion of women who had been violently victimized in newfoundland and labrador and the overall in the past 12 months of 2018\, which one is much higher?,Simple,Aggregation;Filtering entity,Person
compared with the proportion of women who had been violently victimized in quebec and the overall in the past 12 months of 2018\, which one is much higher?,Simple,Aggregation;Filtering entity,Person
compared with the proportion of men who had been violently victimized in manitoba and the overall in the past 12 months of 2018\, which one is much higher?,Simple,Aggregation;Filtering entity,Person
what is the proportion of men in manitoba in the past 12 months of 2018 had been violently victimized?,6.2,Simple,Counting,Number
what is the proportion of men overall in the past 12 months of 2018 had been violently victimized?,4.3,Simple,Aggregation,Number
which gender was more likely to have been sexually assaulted in the 12 months preceding the survey of 2018?,women,Simple,No skill,Unknown
what is the percentage of women who have been sexually assaulted in the 12 months preceding the survey of 2018?,2.9,Composition,Counting,Number
what is the percentage of men who have been sexually assaulted in the 12 months preceding the survey of 2018?,1.0,Composition,Counting,Number
compared with the proportion of women in newfoundland and labrador and women overall who have been sexually assaulted in the past 12 months of 2018\, which is much higher?,Composition,Aggregation;Filtering entity,Person
compared with the proportion of women in quebec and women overall who have been sexually assaulted in the past 12 months of 2018\, which is much higher?,Composition,Aggregation;Filtering entity,Person
compared with the proportion of men in quebec and men overall who have been sexually assaulted in the past 12 months of 2018\, which is much higher?,Composition,Aggregation;Filtering entity,Person
what is the percentage of women in newfoundland and labrador have been sexually assaulted in the past 12 months of 2018?,1.5,Intersection,Counting,Number
what is the percentage of women in quebec have been sexually assaulted in the past 12 months of 2018?,2.1,Simple,Counting,Number
what is the percentage of men in quebec have been sexually assaulted in the past 12 months of 2018?,0.5,Simple,Counting,Number
how many cdsa violations police reported in 2013?,109057.0,Simple,Counting,Number
what is the percentage of police-reported drug offences decreased in 2012?,2.1,Simple,Counting,Number
how many violations did police-reported drug offences incresed per 100\,000 population in 2013?,Simple,Counting,Date
in 2013\, what is the percentage of the decrease in the rate of drug offences of the police-reported in saskatchewan?,Simple,No skill,Person
in 2013\, what is the percentage of the increase in the rate of drug offences of the police-reported in british columbia?,Simple,No skill,Person
in 2013\, how many violations in british columbia having the police-reported drug offence per 100\,Simple,No skill,Person
in 2013\, what is the rate of the northwest territories had police-reported drug offence?,Simple,No skill,Person
in 2013\, what is the rate of the nunavut had police-reported drug offence?,Simple,No skill,Person
what is the rate of police-reported drug offences in yukon?,564.0,Simple,Counting,Number
among cmas\, what is the rate of kelowna reported the cannabis-related offences?,Simple,No skill,Person
among cmas\, which area is the highest rates of cannabis-related offences?,Simple,No skill,Person
among cmas\, what is the rate of kelowna reported the cocaine-related offences?,Simple,No skill,Person
among cmas\, which area is the highest rates of cocaine-related offences?,Simple,No skill,Person
compared with gatineau and kelowna\, which area reported higher rates of offences involving methamphetamines in 2013?,Simple,Filtering entity,Date
compared with trois-rivieres and kelowna\, which area reported higher rates of offences involving methamphetamines in 2013?,Simple,Filtering entity,Date
what is the rate of gatineau reported of offences involving methamphetamines in 2013?,63.0,Simple,Counting,Number
what is the rate of trois-rivieres reported of offences involving methamphetamines in 2013?,55.0,Simple,Counting,Number
what is the rate of kelowna reported of offences involving methamphetamines in 2013?,42.0,Simple,Counting,Number
compared with greater sudbury and kelowna\, which area was the only cma to report a higher rate of offences involving other controlled drugs and substances in 2013?,Simple,Filtering entity,Date
what is the rate of greater sudbury reported of offences involving other controlled drugs and substances in 2013?,90.0,Intersection,Counting,Number
what is the rate of kelowna reported of offences involving other controlled drugs and substances in 2013?,89.0,Intersection,Counting,Number
from 2008/2009 to 2011/2012\, there were 158\,Simple,No skill,Person
from 2008/2009 to 2011/2012\, there were 158\,Simple,No skill,Person
similar to findings from police-reported data\, the majority of these completed drug-related cases in adult criminal courts were related to cannabis\,Simple,No skill,Person
similar to findings from police-reported data\, the majority of these completed drug-related cases in youth courts were related to cannabis\,Simple,No skill,Person
what is the percentage of completed adult drug-related cases involved cocaine from 2008/2009 to 2011/2012?,29.1,Simple,Counting,Number
what is the percentage of completed drug-related cases in youth court involved cocaine from 2008/2009 to 2011/2012?,9.2,Simple,Counting,Number
what is the proportions for methamphetamines of all completed cases for adult criminal from 2008/2009 to 2011/2012?,1.9,Simple,Counting,Number
what is the proportions for methamphetamines of all completed cases for youth court from 2008/2009 to 2011/2012?,1.6,Simple,Counting,Number
how many sacks did jones get in 2013?,11.5,Simple,Counting,Number
how many goals did gonzalo rodriguez score for san jorge in the 2013-14 season?,4.0,Simple,Counting,Number
how many rushing yards did murray get in 2018?,578.0,Simple,Counting,Number
in 2011\, which region has the lowest proportion of farm operators that used computers or the internet for farm operations?,Simple,No skill,Person
what is the percentage of completed drug-related cases in adult criminal courts involved charges related to possession from 2008/2009 to 2011/2012?,69.0,Simple,Counting,Number
for adults\, there was a difference in the proportion of possession cases by type of drug\,Simple,No skill,Person
what is the percentage of completed drug-related youth court cases involved possession from 2008/2009 to 2011/2012?,77.0,Simple,Counting,Number
what is the percentage ofcannabis-related youth court cases involved possession from 2008/2009 to 2011/2012?,84.0,Simple,Counting,Number
what is the percentage of completed drug-related cases in adult criminal courts involved trafficking from 2008/2009 to 2011/2012?,27.0,Simple,Counting,Number
what is the percentage related to production of completed drug-related cases in adult criminal courts from 2008/2009 to 2011/2012?,4.0,Simple,Counting,Number
what is the percentage related to import or export charges of completed drug-related cases in adult criminal courts from 2008/2009 to 2011/2012?,0.0,Simple,Counting,Number
for completed cases involving drugs other\, what is the percentage of adult cases involved a single charge\,Simple,No skill,Person
for completed cases involving drugs other\, what is the percentage of youth cases involved a single charge\,Simple,No skill,Person
cannabis-related cases accounted for more than half of all completed drug-related cases in adult criminal court in each province\, with the exception of british columbia\,Simple,Comparative;Filtering numeric,Person
among the provinces\, what is the proportion of completed drug-related cases involving cannabis in adult criminal court in newfoundland and labrador from 2008/2009 to 2011/2012?,Simple,Filtering time,Date
among the provinces\, what is the proportion of completed drug-related cases involving cannabis in adult criminal court in saskatchewan from 2008/2009 to 2011/2012?,Simple,Filtering time,Date
