question,answer,question_type,skills,answer_type
What did Thithi win at the 63rd National film Awards?,At the 63rd National Film Awards\,Simple,No skill,Person
Who performed the halftime show at Superbowl XLIV?,The Who did four major performances in 2010: the halftime act for Super Bowl XLIV\,Simple,Filtering time,Date
Where was the Toyota K engine built?,The Toyota K engine was built at the Toyota Kamigo plant in Toyota City\,Simple,No skill,Person
How many votes did Sinn Féin win by at the County Louth (UK Parliament constituency) election?,Sinn Féin won by 255 votes in the County Louth (UK Parliament constituency) election.,Simple,Counting,Person
What Frankmusik single reached number twenty-seven on the UK Singles Chart in 2009?,Frankmusik's single Confusion Girl from Complete Me reached number twenty-seven on the UK Singles Chart in 2009.,Simple,Filtering time,Date
When did the BMW 6 Series start production\, and what two models were created that year?,Simple,No skill,Person
What are the download rates of EUTRAN?,EUTRAN has download rates of 299.6 Mbit/s and 150.8 Mbit/s.,Simple,No skill,Person
In what place did Henrik Stenson finish at the 2016 Open Championship?,Phil Mickelson maintained his lead at 132 (−10)\,Simple,No skill,Person
Which album  by Angus & Julia Stone was nominated for an ARIA award in 2010?,At the ARIA Awards of 2010\,Simple,Filtering time,Date
What position did Eric B. & Rakim's fifth single Paid in Full reach in the New Zealand Singles Chart of 1988?,In 1988\,Simple,Filtering time,Date
How long madibo spent in his office,Sissoko was appointed as Prime Minister of Mali on 11 December 2012\,Simple,Filtering time,Date
Who was Magistrate of Kinmen County from 2001 to 2009?,Lee Chu-feng was the Magistrate of Kinmen County from 2001 to 2009.,Simple,Filtering time,Date
In what film did Jonathan Jackson play Jesse Tuck\, and what year did that film come out?,Simple,No skill,Person
By how many votes did Pratap Keshari Deb defeat Devendra Sharma by?,In the 2009 election\,Simple,Counting,Date
How was the song Moron produced?,Moron was cut from Steve Lacy's Demo was released in 2017.,Simple,Filtering time,Date
How many copies of Volume 1 did Distant Recordings release in Def 1999 and how many more in Dec 1999?,Distant Recordings released 2\,Intersection,Difference;Counting,Person
What stage was longest for the Tour de France?,The longest stage of the 2018 Tour de France was stage seven\,Simple,Superlative,Date
How high did Rolling Stones rank Ready to Die in 2003 a part of their 500 Greatest Albums of All Time list?,In 2003\,Simple,Filtering time,Date
Who is the most recently elected Chief Minister of Odisha?,Naveen Patnaik is the current and 14th Chief Minister of Odisha.,Simple,Superlative,Person
How did Alexandros Papamichail perform at the World Championships in Moscow and at the 2014 European Championships in Zurich?,Alexandros Papamichail took the 16th place (20 km) at the World Championships in Moscow\,Intersection,No skill,Person
What year did Chinese Taipei win the OFC Women's Nations Cup against New Zealand on Australian Soil?,Chinese Taipei won again in 1989 on Australian soil against New Zealand.,Simple,Filtering time,Date
Which album did Tellison release on the label Naim Edge in 2011?,In the 2011\,Simple,Filtering time,Date
Where and when did The Good Evening Europe Tour begin and end?,The Good Evening Europe Tour began on 2 December 2009\,Composition,Filtering time,Date
What was the outcome of the 2006 Swale Borough Council election for The Kent Campaign Against Increasing Council Tax?,The Kent Campaign Against Increasing Council Tax finished second with 540 votes\,Simple,No skill,Person
At the 2014 Juno awards what categories did Serena Ryder win.,In March 2014\,Simple,Negation,Date
In what year did Naoto Sakurai move to the J1 League club?,In 2005\,Simple,Filtering time,Date
Who won the gold medal at the 2001 Goodwill Games?,At the 2001 Goodwill Games\,Simple,Filtering time,Date
How many games did Smith play for Bradford City and how many games came in the league?,Smith had played a total of 270 games for Bradford City\,Intersection,Counting,Person
Which Japan Football League team did Manabu Nakamura join in 1996?,Manabu Nakamura joined club Brummell Sendai for Japan Football League in 1996.,Simple,Filtering time,Date
What was Vancouver's attendance during the 1997-98 and 1999-00 seasons?,Attendance plummeted from 16\,Intersection,No skill,Person
Which actress starred in the series Hamish Macbeth (1995–97) and played Frances Drummond in Happy Valley (2016)?,Henderson starred in the series Hamish Macbeth (1995–97) and played Frances Drummond in Happy Valley (2016).,Intersection,Filtering time,Date
How fast did Keith Fraser finish the first leg of the race he actually completed?,Fraser finished the first leg in 1 minute and 21.93 seconds.,Simple,Ordinal,Person
What teams did Rogers Hornsby play for from 1927 to 1937?,Rogers Hornsby played for the St. Louis Cardinals (till 1926)\,Intersection,Filtering time,Date
What was the final metres recorded by Lavillenie at the 2013 World Championships?,In the 2013 World Championships\,Simple,Filtering time,Date
By what margin did Biju Janata Dal candidate Debaraj Mohanty defeat Independent candidate Saroj Kumar Padhy at the 2009 election?,In 2009 election\,Simple,Filtering time,Date
In which year was Kriti's Kannada film Minchagi Nee Baralu released?,Kriti's Kannada film Minchagi Nee Baralu was released in 2015.,Simple,Filtering time,Date
What year did Dave Manson retire with 390 points and 2792 penalty minutes in 1103 NHL games?,Dave Manson retired in 2002 with 390 points and 2792 penalty minutes in 1103 NHL games.,Composition,Filtering entity,Date
What was the name of Karasia’s concert in Tokyo in 2013?,In January 6\,Simple,Filtering time,Date
What was Bob Biggs record for Davis from 1993 to 2012?,Bob Biggs served as the head football coach at Davis from 1993 to 2012\,Simple,Filtering time,Date
With a record of 0-3\, George Wallace served for who in 1885?,Simple,Filtering time,Date
What was Hamilton's lap record time at the 2017 Chinese Grand Prix?,Hamilton's lap record time was 1:31.678 and Vettel's 1:31.864 was only one second ahead of Bottas\,Simple,No skill,Person
Which actress worked on the film Ollie Kepler's Expanding Purple World\, and on the short film Wish 143?,Simple,No skill,Person
How many votes were received by Lam in the 2017 Hong Kong Chief Executive election?,Lam received 777 electoral votes\,Simple,Counting,Person
In the North Carolina 1956 United States presidential election\, who was the winner and by what percentage of the popular vote did they win?,Simple,No skill,Person
Who did Christine Russell take the seat from in the 1997 election?,Christine Russell of the Labour Party gained the seat from Gyles Brandreth at the 1997 election.,Simple,Filtering time,Date
What are Couch's career totals?,Couch's career totals included completing 795 of 1\,Simple,Aggregation,Person
How many votes did Dombrowicz win?,Dombrowicz won with 51\,Simple,Counting,Person
Which musical act released the album Joytime II in 2018\, featuring two singles\,Simple,No skill,Person
Who was elected during the 1956 Finnish presidential election\, how many votes did they receive and how many votes did the second-place finisher receiver?,Simple,No skill,Person
What award was Royce nominated for in 2003 and for what show?,Royce was nominated for an Emmy Award in 2003 for Outstanding Writing for a Comedy Series\,Intersection,Filtering time,Date
What was Marc Burns time in the 100m at the Trinidad and Tobago at the 2008 Summer Olympics?,Burns completed 100 m race in 10.46.,Intersection,No skill,Person
What was Alice Lucas result in the  Kennington (UK Parliament constituency) elections in the 1910s?,Alice Lucas took 32.2% of the vote\,Simple,No skill,Person
Which country was Nam Duck-woo the 12th Prime Minister\, from 1980 to 1982?,Simple,Filtering time,Date
What categories did A Bailar win at the 2015 Gardel Awards?,In the 2015 Gardel Awards\,Simple,Filtering time,Date
How did Glenelg do at the 1973 SANFL grand final ?,Glenelg narrowly won the 1973 SANFL Grand Final against North Adelaide\,Simple,Filtering time,Date
What shows did Charlene Gonzales host in 1997-1998 and 1998-2001on ABC and ABS?,Charlene Gonzales hosted the programs Eezy Dancing (1997-1998) and Keep On Dancing (1998-2001) on ABC\,Simple,Filtering time,Date
How many goals did Siim Luts score in 2010 for Flora?,In 2010\,Simple,Counting,Date
What years did Ralph Burns  Win Tony awards in and what other awards did that win him?,Ralph Burns won the Tony Award for Best Orchestrations in 1999 for Fosse and in 2002 for Thoroughly Modern Millie\,Composition,Negation,Date
What marathon did Benjamin Kimutai win in 2002\, what was his time\,Simple,No skill,Person
In what movie did Ya Chang appear in for ABS-CBN as Kenjie?,Ya Chang appeared as Kenjie in ABS-CBN's Eva Fonda.,Simple,No skill,Person
Who played Ice Tray in The Fresh Prince of Bel-Air episode titled Homeboy\, Sweet Homeboy?,Simple,No skill,Person
Who won the 1915 Portuguese legislative election for the chamber of deputies and the senate?,The Democratic Party won 106 of the 163 seats in the Chamber of Deputies and 45 of the 69 seats in the Senate.,Intersection,No skill,Person
How high was the album blood cells ranked on the rolling stone ranking in 2012?,In 2012\,Simple,Filtering time,Date
What award categories did  Ana Paula Arósio win awards for in 1998 and 2002?,In 1998\,Intersection,Filtering time,Date
Which band released 3 Strange Days (1991) and how many albums did they release?,School of Fish released two albums\,Simple,Counting,Person
In which 2010 film did Rachel Melvin star as Kaia?,In 2010\,Simple,Filtering time,Date
How many votes separated Stephen Gethins and Elizabeth Riches in the 2017 general election?,At the 2017 general election\,Simple,Counting,Date
Which medal did Hailu Mekonnen win in the 5000 m at the 1998 African Championships?,Mekonnen won the silver medal in the 5000 m at the 1998 African Championships.,Simple,Filtering time,Date
What roles did Miles Heizer play in the year 2015?,In 2015\,Simple,Filtering time,Date
What goals and points did Guy Lafleur get between 1976-78 with Montreal club?,Guy Lafleur with Montreal club made goals in a season with 60\,Composition,Filtering entity,Person
Who were the contenders for the general classification?,Contenders for the general classification were Simon Špilak\,Simple,No skill,Person
What was the result of the 2016 Carlton Football Club season?,The winner of the John Nicholls Medal was Sam Docherty\,Simple,No skill,Person
How did Le Brocq make his debut in the Supercars Championship in 2015?,Le Brocq made his debut in the Supercars Championship in 2015 with Erebus Motorsport in Mercedes-Benz E63 AMG.,Simple,Filtering time,Date
In which 2016 film did Fionn O'Shea play the character Ned Roche?,In 2016\,Simple,Filtering time,Date
What movies did Andy Bean act in in 2016 and what were his roles?,Andy Beanś acting roles in 2016 include Romit in The Divergent Series: Allegiant\,Intersection,Filtering time,Date
Which Crystal kay album sold 87\,669 copies in one year and what year did this amount of copies sell?,Simple,No skill,Person
How many appearances did Steve Perryman make from 1969-1986?,Steve Perryman made 866 first-team appearances for Tottenham Hotspur between 1969 and 1986.,Simple,Counting,Date
What margin did Biju Janata Dal candidate K. Narayana Rao defeat Indian National Congress candidate Trinath Sahu with in 2009 election ?,In 2009 election\,Composition,Filtering time;Filtering entity,Date
What Margin did Biju Janata Dal candidate Ramesh Patua defeated Bharatiya Janata Party candidate Nauri Nayak in 2014 election ?,In 2014 election Biju Janata Dal candidate Ramesh Patua defeated Bharatiya Janata Party candidate Nauri Nayak by a margin of 1\,Simple,Filtering time,Date
What parish is the Haram church a part of?,Haram church is part of the Haram parish in Møre.,Simple,No skill,Person
What character did Thomas Turgoose play in the 2006 series\, The Innocence Project ?,Simple,No skill,Person
What role did Bruno Campos play in The Princess and the Frog in 2009 ?,Bruno Campos played as Prince Naveen in The Princess and the Frog in 2009.,Intersection,Negation,Date
What is the first satellite Al Yah 1 positioned at?,The first satellite Al Yah 1 positioned at 52.5° East.,Simple,Ordinal,Person
When did CSI: Miami end?,The CSI: Miami ended on April 8\,Simple,Filtering time,Date
Who and what party won the Sikkim (Lok Sabha constituency) elections in 1989 and 1991,The 1989 and 1991 Sikkim (Lok Sabha constituency) elections were won by Sikkim Sangram Parishad candidates Nandu Thapa and Dil Kumari Bhandari.,Simple,Filtering time,Date
In which country was Sir Henry Tucker (1903–1986) the first premier?,Sir Henry James Jack Tucker (1903-1986) was the first Premier of Bermuda.,Simple,Ordinal,Date
What did the Air Force use for Pula?,The Air Force used the 105th Fighter-Bomber Aviation Regiment from Zadar\,Simple,No skill,Person
How many views has Wiz Khalifa's song See You Again received?,As of 2019\,Simple,Counting,Date
LATV and This TV is on what channel ?,This TV is carried on 58.3 and LATV is on 58.2.,Simple,No skill,Person
What nominations did Makenzie Vega receive in 2010 and 2011?,Makenzie Vega received nominations in 2010 and 2011 for her role in The Good Wife\,Simple,Filtering time,Date
What was Louis Orr's record during the 2005-2006 season?,During the 2005–06 season\,Intersection,Filtering time,Date
What club did Takashi Shoji join in 1995 ?,In 1995\,Simple,Filtering time,Date
What is the competition record for Bence Pásztor at the 2011 European Youth Olympic Festival?,Bence Pásztor threw 84.41 m at the 2011 European Youth Olympic Festival.,Simple,Filtering time,Date
How many seats were won by the Movement for the Social Evolution of Black Africa in 1964?,As a result of 1964 Central African parliamentary election\,Simple,Counting,Date
Which role did Ben Platt play at the Second Stage Theatre in 2016?,In 2016\,Simple,Ordinal,Date
what did Cross portray in the 2008 film Untraceable ?,In 2008\,Simple,Filtering time,Date
What was Ganbold's finishing time at the Mongolia at the 2014 Winter Paralympics?,In the 10 kilometer standing freestyle\,Simple,No skill,Person
What was the majority difference in the 1855 election?,Majority was difference between lowest winning poll (Brittin – 208) and highest losing poll (Ollivier – 177).,Simple,Difference,Person
In 2018\, Lesya Nikitjuk played herself in which shows?,Simple,No skill,Person
Which show won Most Popular Drama Series at the 2013 Logie Awards?,House Husbands won Most Popular Drama Series at the 2013 Logie Awards.,Simple,Superlative,Date
Waht margin did Biju Janata Dal candidate Niranjan Pujari defeated Bharatiya Janata Party candidate Nabakrushna Danta with in 2009 election ?,In 2009 election\,Simple,Filtering time;Filtering entity,Date
How many runs did Bradman and Lindsay Hassett have in 1948\, and how many did Austraila have total?,Simple,Counting,Person
What clubs did Dave Lewis Play sixteen seasons with\, scoring 36 goals and 224 points in 1\,Simple,No skill,Person
A$AP Mob released which album in 2012?,A$AP Mob released Lord$ Never Worry in 2012.,Simple,Filtering time,Date
How many matches did Wright appear in for Ipswich?,Wright appeared for Ipswich in 128 matches.,Simple,Counting,Person
What four models does Infiniti Q70 come in and what are the power and torque@rpm of each?,Infiniti Q70 has the models 3.7 (335PS)\,Intersection,No skill,Person
Who became the first and second in the Chamber of Deputies in the 1994 Italian general election in Veneto?,Forza Italia came first with 23.6% and Liga Veneta second with 21.6%.,Intersection,Ordinal,Person
The Indian National Congress Chief Minister Nabam Tuki replaced Jarbom Gamlin as the Chief Minister of Arunachal Pradesh on what day ?,The Indian National Congress Chief Minister Nabam Tuki replaced Jarbom Gamlin as the Chief Minister of Arunachal Pradesh on 1 November 2011 and continued till January 2016.,Simple,Filtering time,Date
Who did Tim Chaisson fiilm Broken Hearted Beat with in 2010 ?,In 2010\,Composition,Filtering entity,Date
What Position did David Tomala finish in the 20 kilometers walk at the 2012 Olympic Games in London ?,Dawid Tomala represented Poland at the 2012 Olympic Games in London finishing 19th in the 20 kilometers walk.,Simple,Filtering time,Date
What race did Clarisse Rasoarizay run in 2003 and 1997 in which she placed first?,Clarisse Rasoarizay won the marathon at the 2003 All-Africa Games in Abuja\,Intersection,Filtering time,Date
In what year did Luwoye return to Broadway\, and which musical did they star in?,Simple,No skill,Person
what was the record  before Buffalo set the NHL record of 71\,217 fans in the Winter Classic in 2008 ?,Simple,Comparative;Filtering time,Date
Who appeared with Reims in Ligue 2 in in the 2017 =18 season of Professional Brazilian Football?,In the 2017–18 season\,Simple,Filtering entity,Date
What TV series did Asbæk appeared as Didrich in 2014 ?,In 2014\,Simple,Filtering time,Date
What nominations and wins did Carrie Coon have in 2017?,Carrie Coon received a nomination for the Primetime Emmy Award for Outstanding Lead Actress in a Limited Series or Movie for her role and won the TCA Award for Individual Achievement in Drama for both Fargo and The Leftovers.,Simple,No skill,Person
What place did Marcel Schelbert get at the 1999 World Championships?,Marcel Schelbert best time of 48.13 seconds\,Simple,No skill,Person
What 1952 and 1956 movies did Helen Hayes perform in?,Helen Hayes starred in My Son John (1952) and Anastasia (1956)\,Simple,Filtering time,Date
Who published James O'Sullivan's works from 2014 and 2017 and what were they called?,In 2014\,Simple,Filtering time,Date
What musical did Jonathan Groff perform in during 2013?,Groff\,Simple,No skill,Unknown
What were the result of the 1976 United States House of Representatives election in the District of Columbia?,Fauntroy was opposed in the 1976 United States House of Representatives election by Republican challenger Daniel L. Hall and Statehood Party candidate Louis S. Aronica\,Simple,Filtering time,Date
Where did everyone finish in the 1971 San Diego mayoral election?,In the 1971 San Diego mayoral election\,Simple,Filtering time,Date
When was Asylum released?,Asylum was released on August 31\,Simple,Filtering time,Date
How long is the Ako Line?,The entire 57.4-kilometre line is single track.,Simple,No skill,Person
Bobby Gough made a total of 229 appearances (210 in the league) and scored and scored how many goals for the Vale?,Bobby Gough made a total of 229 appearances (210 in the league) and scored 35 goals (33 in the league) for the Vale.,Intersection,Aggregation;Average;Counting,Person
What powers the Gillig Transit Coach School Bus models?,Gillig Transit Coach School Bus models 555 and 426 are powered by the Cummins VTF555 V8 and Detroit Diesel 6N71 inline-6\,Simple,No skill,Person
Phillip Cocu participated in how many matches and made how many appearances for Barcelona?,Phillip Cocu participated in 205 matches and had 291 total appearances for Barcelona.,Intersection,Counting,Person
How many goalas did Scola score for Argentina in a 88–79 victory over Jordan in 2010 FIBA World Championship Group A game ?,In a 2010 FIBA World Championship Group A game\,Simple,Counting,Date
Which Dazz Band album peaked at #1 on the US R&B charts in 1982?,In 1982\,Simple,Filtering time,Date
What team did Bobby Dobbs coach in 1956 and 1958\, and what was the record?,Intersection,No skill,Person
What did Glenn Close win two Emmy's for?,Glenn Close won two consecutive Emmy Awards for Outstanding Lead Actress in a Drama series for the portrayal of Patty Hewes.,Simple,No skill,Person
For what award was Dark Horse by Katy Perry nominated at the 2014 MTV Europe Music Awards?,The Katy Perry song Dark Horse was nominated for Best Song at the 2014 MTV Europe Music Awards.,Simple,Filtering time,Date
Zhang Xiaoyi won the bronze medal with how many meters at the 2006 World Junior Championships?,At the 2006 World Junior Championships\,Simple,Filtering entity;Counting,Date
What is the year of  out of control.,The group's debut album She Wants Revenge was released in 2006\,Simple,Filtering time,Date
What episode did Whitaker Wright work on in 2006?,Whitaker Wright worked in a 2006 episode of Hustle titled Ties That Bind Us.,Simple,Filtering time,Date
How many episode did O'Brien host before Leo was brought back as host ?,O'Brien hosted 146 episodes over the course of less than eight months before Leno was brought back as host\,Simple,Comparative;Filtering time;Counting,Person
What was the second single from the Tellison's album Hope Fading Nightly and when was it released?,Boy\,Intersection,Ordinal;Filtering time,Unknown
How many NHL games has Rob Davison played?,Davison has played 219 games in the NHL.,Simple,Counting,Person
How many regular seasons did Mark Johnson appear in during 1980-1990?,Mark Johnson appeared in 669 NHL regular season games between 1980 and 1990.,Intersection,Counting,Date
What is the population of Ahirani and how many families make up that population?,Ahirani has a total population of 923 people with 137 families.,Composition,Counting,Person
How many matches did Andrés Palop appear at in La Liga and was it only for Sevilla?,Andrés Palop appeared in 295 matches in La Liga\,Intersection,Counting,Person
How many goals did Patrik Ingelsten score for Allsvenskan club Kalmar in 2008?,In 2008\,Simple,Counting,Date
What was Breckin doing in DCI Banks TV show?,Breckin portrayed the role of PC Janet Taylor in 2010 in the television series DCI Banks.,Simple,Filtering time,Date
What guest appearances has Al Rodrigo made?,Rodrigo has made many guest appearances on TV shows\,Simple,No skill,Person
What was the release history of the Sparkletones on Paris Records?,The Sparkletones released three singles on Paris Records\,Simple,No skill,Person
What were the Warren Brothers doing in 1998\, 2000\,Simple,Filtering time,Date
What films did Larry Romano play in during 1996?,In 1996\,Simple,Negation,Date
What was the role of Santa Ana in the Pacific Electric in 1905?,Santa Ana was a route of the Pacific Electric constructed in 1905\,Simple,Filtering time,Date
What parrish is the Honningsvåg Church a part of?,Honningsvåg Church is the church for the Nordkapp parish\,Simple,No skill,Person
The 2015–16 Indian Women's Football Championship final was played on 15 January\, 2016 at 02:30 PM at Railway Stadium\,Simple,Filtering time,Date
how many percent votes did the South Korean constitutional referendum get in 1980 ?,The 1980 South Korean constitutional referendum had 91.6% of vote with a turnout of 95.5%.,Simple,Counting,Date
What was the schedule of the Girls' Generation Asia Tour in 2010?,Girls' Generation Asia Tour Into the New World took At the Taipei Arena in Taiwan on the 16th and 17th.,Simple,No skill,Person
What was Manjari Fadnis debut film?,In 2008\,Simple,Filtering time,Date
What was Lady Antebellum nominated for at the American Country Awards?,In 2010\,Simple,Filtering time,Date
What was Clement doing in the film Moana?,In 2016\,Simple,Filtering time,Date
What Ronan Parke album was the 2018 single No Love (Like First Love) and Cheers in ?,In 2018\,Simple,Negation;Ordinal,Date
how many votes did Home Robertson win with ?,The result was a victory for Home Robertson\,Composition,Filtering entity;Counting,Person
In 1911 Avon election which two candidates won the most votes?,George Warren Russell and James McCombs received 3\,Simple,Superlative;Filtering time,Person
How well did the Song of the Sea perform at the 87th Academy Awards in 2015?,The film Song of the Sea was nominated for Best Animated Feature at the 87th Academy Awards in 2015.,Simple,Filtering time,Date
How was the Casiopea album recorded?,Casiopea album was recorded on LP in 1979 as ALR-6017 and later in 1986 on CD under the 32XA-104 catalog.,Simple,Filtering time,Date
Who played Yu Banshan in the TV show Love O2O and when did the show release?,In 2016\,Intersection,Filtering time,Date
On what network and in what role did Lee Jung-shin sing Seoyoung\, My Daughter?,Intersection,No skill,Person
John Potts spent 1926 to 1934 with Leeds United\, winning Second Division in 1927–28 and 1931–32\,Simple,Filtering entity,Date
What were the appearances in Celebrity Big Brother 1 (US. season)?,Marissa\,Simple,No skill,Unknown
Which team and which league did David Bridges play for in 2009?,David Bridges scored his eighth goal for Stevenage in the 2009–10 Conference Premier league.,Intersection,Filtering time,Date
Who won the 1930 VFL Grand Final?,The 1930 VFL Grand Final\,Simple,Filtering time,Date
Who was the choreographer for Sia's 2014 video?,Heffington choreographed the music videos for Sia's Chandelier in 2014 and Arcade Fire's We Exist.,Simple,Filtering time,Date
What did Loadstar remix of Ed Sheeran's in 2011?,Loadstar released the single\,Simple,No skill,Person
What was Anna Calvi nominated for at the 2012 Brti Awards?,Anna Calvi was nominated British Breakthrough Act at the 2012 Brit Awards.,Simple,Filtering time,Date
Which former Chief Minister was the country's first President?,Lennox Sebe was chief minister and the country's first president.,Simple,Ordinal,Person
How many categories did Big Bang get nominated for in the 2007 Mnet Asian Music Festival and which categories did they win?,At the 2007 Mnet KM Music Festival\,Intersection,Counting,Date
What was the distance of Aldo Bello's throw at the 2005 Bolivarian Games?,In 2005\,Simple,Filtering time,Date
What did Washington do with their draft picks?,Washington traded their 5th-round selection (158th overall) and their seventh-round selection (221st overall).,Composition,Filtering entity,Person
How many goals did Simon score to beat Norway at the 2011 FIFA Women's World Cup?,Simon appeared at the 2011 FIFA Women's World Cup\,Simple,Counting,Date
In what category did Ehsan Haddadi win the 2005 Asian Championships and what was the score that won him the category?,In 2005\,Composition,Filtering time,Date
Who won the 2008 Zambian presidential election?,In the 2008 Zambian presidential election\,Simple,Filtering time,Date
Papers\, Please won which two awards at the 2014 Game Developers Choice Awards,Simple,Filtering time,Date
In what year was the remix Cliffs Edge released and who was the original artist?,In 2016\,Simple,Filtering time,Date
Akela is a Bollywood social film released in what year?,Akela is a Bollywood social film released in 1941.,Simple,Filtering time,Date
In 2014\, Exile Tribe released the single The Revolution from which album?,Simple,No skill,Person
What year did the Oldsmobile engines 350 and 403 offered 160 hp and 175 hp ?,In 1979\,Simple,Filtering time,Date
When did Bassingthwaighte release Someday Soon?,Bassingthwaighte released her debut solo album 1000 Stars's Someday Soon in in 2009\,Simple,Filtering time,Date
What are Niusha Mancilla's Bolivian records ?,Niusha Mancilla's 800 m time of 2:03.98 minutes and steeplechase time of 10:40.7 minutes were both Bolivian records.,Simple,No skill,Person
What label did Ricky Martin release his CD and DVD with?,17\,Simple,Counting,Number
What position did Sara Pagano place in 2017 IAAF World Cross Country Championship\, and what was her time?,Simple,Negation,Person
How many matches did Hans Van Vreukelen play with FC Utrecht when he joined in 1976?,In 1976\,Composition,Filtering entity;Counting,Date
Glen Powell played as what in Hidden Figures (2016) and Set It Up (2018) ?,Glen Powell played as John Glenn in Hidden Figures (2016) and as Charlie Young in Set It Up (2018).,Simple,Filtering time,Date
What movie did Dulquer Salmaan star in during 2013?,Salmaan starred in Alagappan's Pattam Pole (2013).,Simple,Filtering time,Date
What year was Gareth Jewell cast as Owen in the BBC Wales drama Baker Boys?,In 2011\,Simple,Filtering time,Date
What winning percentage was recorded as the Clubs highest in history with Chance ?,Chance recorded 946–648 (.593 winning percentage) as a manager\,Composition,Superlative;Filtering entity,Person
Which candidate won the election in 2014 and what was the margin of votes?,In the 2014 election\,Intersection,Filtering time,Date
What year was Khan's Rainbow Hands published\, and what publication followed this and where was it published?,Simple,Filtering time,Person
In the 2018 Punjab provincial elections\, what was the member breakdown for the top three parties?,Simple,No skill,Person
What award was Jarrod Spector nominated for in 2014?,Jarrod Spector was nominated for a 2014 Tony Award for Best Featured Actor in a Musical and Outer Critics Circle Award\,Simple,Filtering time,Date
How many times did Joyce Smith win the London Marathon ?,Joyce Smith won twice at the London Marathon\,Simple,Counting,Person
How fast was Anne Marie Letko's time at the 1993 World Championships in Stuttgart?,Anne Marie Letko's 31:37.36 at the 1993 World Championships in Stuttgart\,Simple,Filtering time,Date
When was Necessità lunatica released and what album was it from?,The single and title-track Necessità lunatica\,Intersection,Filtering time,Person
@world_record_egg posted a photo of an egg\, surpassing the then most-liked Instagram post\,Simple,No skill,Person
Where is the Stadsbygd Church located?,The Stadsbygd Church in the Stadsbygd is in the Indre Fosen municipality.,Simple,No skill,Person
What was Okoro record at the 2014 African Championships ?,At the 2014 African Championships\,Simple,Filtering time,Date
What year did Yelena Isinbayeva appear at the Junior World Championships in France?,Yelena Isinbayeva appeared in 1998 World Junior Championships in Annecy\,Simple,Filtering time,Date
Who did Yuto Nakajima play in Nobuta wo Produce?,In 2005\,Simple,Filtering time,Date
Who played played Jess in Tomcat\, at Southwark Playhouse in October 2015?,Simple,Filtering time,Date
What was the outcome of the 1894 United States House of Representatives election in Wyoming?,Republican Frank Wheeler Mondell defeated Democrat Henry A. Coffeen and Populist Shakespeare E. Sealey\,Simple,No skill,Person
What awards did Tracee Ellis Ross receive in 2007 and 2009?,Tracee Ellis Ross received two NAACP Image Awards for Outstanding Actress in a Comedy Series for Girlfriends.,Simple,No skill,Person
In what year was Once Upon a Time released and by which production company?,In 1977\,Intersection,Filtering time,Date
How was Terry Alcock's appearance record for Port Vale?,Terry Alcock made 112 league appearances for Port Vale.,Simple,No skill,Person
What percentage of votes did each of the  candidates have when Díaz de la Portilla lost to Democrat José Javier Rodríguez?,Díaz de la Portilla lost to Democrat José Javier Rodríguez\,Simple,Filtering time,Person
What was Woodring nominated for at the 993 Eisner Awards for Frank in the River ?,Woodring was nominated for Best Colorist at the 1993 Eisner Awards for Frank in the River.,Simple,Filtering time,Date
Who did Bobby Coleman portray in the 2010 film The Last Song?,Bobby Coleman appeared in the 2010 film The Last Song as Jonah Miller.,Simple,Ordinal,Date
In the 2010 FIBA World Championship Group D\, Lithuania and France scored what score in the third quarter\,Simple,No skill,Person
How did Barett do at the World University Games in 2011?,In 2011\,Simple,Filtering time,Date
The Japan Socialist Party won 144 of how many overall votes?,The Japan Socialist Party won 144 of the 466 seats.,Simple,Aggregation;Counting,Person
What are some movies that Jonathan D. Krane had produced?,Jonathan D. Krane produced movies such as Look Who's Talking (1989) and its sequels\,Simple,Filtering time,Date
What team did Alexander Isak get traded to in the 2018-2019 season?,After no appearances in the 2018–19 Bundesliga season for Borussia Dortmund\,Intersection,Filtering time,Date
Cristina Eustace and Jometh Andujar performed Vive Ya by what original artist?,Cristina Eustace with Jometh Andujar performed  Vive Ya of singers Andrea Bocelli and Laura Pausini.,Simple,No skill,Person
Clémence Poésy is known for who in the Harry Potter film series\, who in In Bruges\,Simple,No skill,Person
Who portrayed Mohini in the 2014 film Yaamirukka Bayamey and what language was it released in?,Anaswara Kumar portrayed Mohini in the 2014 Tamil film Yaamirukka Bayamey.,Intersection,Filtering time,Date
A Hundred Year Legacy won which award at the 2013 MBC Drama Awards?,A Hundred Year Legacy won Drama of the Year at the 2013 MBC Drama Awards.,Simple,Filtering time,Date
What did Jellyfish Entertainment release on December 13th\, 2016?,Simple,Filtering time,Date
What was Brenda Lucki the commission of?,Brenda Lucki is one of the Commissioner of the Royal Canadian Mounted Police.,Simple,No skill,Person
Where did bob Cortese serve from 1980-1989 and 1990-1997\, and what was his college career record?,Intersection,No skill,Person
Sutono was in 1st in which events at the Southeast Asian Games in 1999?,In 1999\,Simple,Negation;Ordinal,Date
What Olympic record did Sven Kramer set?,Sven Kramer set an Olympic record of 6:14.60 in the 5000m men's speed skating event.,Simple,No skill,Person
what year was Wang in the Fresh Sunday show ?,In 2016\,Simple,Filtering time,Date
Lyse released what single off of the Album Come Closer in 2008?,In 2008\,Simple,Filtering time,Date
