label,count,parent,id
moores,1,when/was,when/was/moores
the,1,who/in,who/in/the
1,1,is/0,is/0/1
assumed,1,which/monarch,which/monarch/assumed
0,1,is,is/0
pos,1,when/q1,when/q1/pos
q1,1,when,when/q1
put,1,which/poll,which/poll/put
dick,1,what/is,what/is/dick
university,1,how/many,how/many/university
5,1,which/92,which/92/5
is,1,what/class,what/class/is
pinnacle,1,what/is,what/is/pinnacle
took,1,what/episode,what/episode/took
duchess,1,who/became,who/became/duchess
with,1,which/season,which/season/with
tthe,1,what/is,what/is/tthe
lap,1,how/many,how/many/lap
auburn,1,what/s,what/s/auburn
has,1,which/hmo,which/hmo/has
machine,1,what,what/machine
did,1,what/machine,what/machine/did
citation,1,is/the,is/the/citation
spartans,1,did/the,did/the/spartans
game,1,which/home,which/home/game
specialists,1,how/many,how/many/specialists
bachelor,1,how/many,how/many/bachelor
counties,1,in/what,in/what/counties
k,1,which/was,which/was/k
lsu,1,what/s,what/s/lsu
erlangen,1,when/atsv,when/atsv/erlangen
does,1,what/notes,what/notes/does
atsv,1,when,when/atsv
marktredwitz,1,when/wacker,when/wacker/marktredwitz
wacker,1,when,when/wacker
neuses,1,when/sv,when/sv/neuses
driving,1,what,what/driving
force,1,what/driving,what/driving/force
propulsion,1,which/fuel,which/fuel/propulsion
nürnberg,1,when/asv,when/asv/nürnberg
g27,1,which,which/g27
racing,1,which/g27,which/g27/racing
asv,1,when,when/asv
is,1,which/drawn,which/drawn/is
captain,1,who/s,who/s/captain
make,1,which,which/make
model,1,which/make,which/make/model
fuel,1,which,which/fuel
sv,1,when,when/sv
first,1,how/much,how/much/first
is,1,which/against,which/against/is
the,1,who/plays,who/plays/the
celebrity,1,what,what/celebrity
finished,1,what/celebrity,what/celebrity/finished
who,1,which/celebrity,which/celebrity/who
locomotive,1,what,what/locomotive
was,1,what/locomotive,what/locomotive/was
runner,1,who/ended,who/ended/runner
delivered,1,what/owner,what/owner/delivered
cmp,1,which,which/cmp
has,1,which/cmp,which/cmp/has
atts,1,how/many,how/many/atts
akhil,1,how/many,how/many/akhil
seats,1,where/19,where/19/seats
19,1,where,where/19
date,1,how/many,how/many/date
3ds,1,what,what/3ds
owner,1,what,what/owner
gerb,1,what,what/gerb
has,1,what/gerb,what/gerb/has
ended,1,who,who/ended
that,1,which/tie,which/tie/that
even,1,in/what,in/what/even
earliest,1,what,what/earliest
year,1,what/earliest,what/earliest/year
went,1,what/player,what/player/went
of,1,what/week,what/week/of
warfare,1,how/many,how/many/warfare
removal,1,which,which/removal
treaty,1,which/removal,which/removal/treaty
stage,1,when/did,when/did/stage
site,1,what/game,what/game/site
attendance,1,what/highest,what/highest/attendance
one,1,who,who/one
bronze,1,who/one,who/one/bronze
surface,1,is/the,is/the/surface
stayed,1,which/number,which/number/stayed
dirty,1,how/many,how/many/dirty
clock,1,what/highest,what/highest/clock
bleeding,1,when/the,when/the/bleeding
bus,1,which/highest,which/highest/bus
club,1,what/nasl,what/nasl/club
nasl,1,what,what/nasl
guitar,1,is/the,is/the/guitar
system,1,which/windows,which/windows/system
has,1,which/film,which/film/has
has,1,which/android,which/android/has
release,1,is/the,is/the/release
amigaos,1,which,which/amigaos
has,1,which/amigaos,which/amigaos/has
sang,1,which/artist,which/artist/sang
bonus,1,which/losing,which/losing/bonus
david,1,how/many,how/many/david
2004,1,which/in,which/in/2004
cuts,1,which,which/cuts
android,1,which,which/android
day,1,which/2nd,which/2nd/day
in,1,what/sport,what/sport/in
assets,1,how/many,how/many/assets
was,1,what/college,what/college/was
is,1,which/population,which/population/is
earlier,1,which/year,which/year/earlier
were,1,which/telescopes,which/telescopes/were
prize,1,which/1st,which/1st/prize
attendance,1,which/average,which/average/attendance
of,1,when/venue,when/venue/of
performer,1,who/was,who/was/performer
telescopes,1,which,which/telescopes
has,1,which/course,which/course/has
deputies,1,what/was,what/was/deputies
were,1,which/aperture,which/aperture/were
week,1,what/highest,what/highest/week
aperture,1,which,which/aperture
clean,1,how/many,how/many/clean
venue,1,when,when/venue
lost,1,is,is/lost
re,1,is/lost,is/lost/re
constructor,1,which/winning,which/winning/constructor
is,1,which/report,which/report/is
vanderbilt,1,when/is,when/is/vanderbilt
richardson,1,when/roy,when/roy/richardson
country,1,when/the,when/the/country
roy,1,when,when/roy
made,1,which/cuts,which/cuts/made
yard,1,which,which/yard
has,1,which/yard,which/yard/has
arco,1,which/datebis,which/datebis/arco
datebis,1,which,which/datebis
attempts,1,when/has,when/has/attempts
completion,1,which,which/completion
has,1,which/completion,which/completion/has
high,1,who/has,who/has/high
game,1,how/many,how/many/game
with,1,who/led,who/led/with
is,1,which/events,which/events/is
runs,1,which,which/runs
is,1,which/runs,which/runs/is
414,1,who/directed,who/directed/414
randy,1,what/is,what/is/randy
37,1,when/22,when/22/37
form,1,what,what/form
factor,1,what/form,what/form/factor
on,1,what/tournament,what/tournament/on
for,1,which/value,which/value/for
22,1,when,when/22
has,1,which/controller,which/controller/has
is,1,which/controller,which/controller/is
interface,1,which,which/interface
uses,1,which/interface,which/interface/uses
is,1,which/blackpool,which/blackpool/is
preston,1,how/much,how/much/preston
has,1,which/blackpool,which/blackpool/has
value,1,which,which/value
acquisition,1,what/is,what/is/acquisition
ieru,1,when/pokémon,when/pokémon/ieru
pokémon,1,when,when/pokémon
has,1,which/losses,which/losses/has
campeonato,1,how/many,how/many/campeonato
is,1,when/七色アーチ,when/七色アーチ/is
has,1,which/unit,which/unit/has
two,1,where/is,where/is/two
game,1,what/3ds,what/3ds/game
authors,1,which,which/authors
have,1,which/authors,which/authors/have
status,1,which,which/status
has,1,which/status,which/status/has
most,1,is/the,is/the/most
gold,1,what/is,what/is/gold
is,1,when/1,when/1/is
on,1,who/was,who/was/on
ministers,1,how/many,how/many/ministers
七色アーチ,1,when,when/七色アーチ
slađana,1,when/did,when/did/slađana
slađana,1,what/is,what/is/slađana
gave,1,what/source,what/source/gave
is,1,which/show,which/show/is
runs,1,which/show,which/show/runs
draw,1,which,which/draw
has,1,which/draw,which/draw/has
is,1,which/lost,which/lost/is
school,1,what/is,what/is/school
s,1,which/claimant,which/claimant/s
rank,1,which/highest,which/highest/rank
showed,1,what/source,what/source/showed
chosen,1,what/is,what/is/chosen
style,1,what/is,what/is/style
couple,1,what/is,what/is/couple
public,1,what,what/public
institution,1,what/public,what/public/institution
1,1,which/order,which/order/1
claimant,1,which,which/claimant
is,1,where/births,where/births/is
births,1,where,where/births
winner,1,how/many,how/many/winner
contribution,1,is/the,is/the/contribution
has,1,what/band,what/band/has
rate,1,is/crude,is/crude/rate
comes,1,which/channel,which/channel/comes
part,1,are,are/part
as,1,who/listed,who/listed/as
motorway,1,which,which/motorway
is,1,which/motorway,which/motorway/is
built,1,which,which/built
by,1,which/built,which/built/by
crude,1,is,is/crude
robin,1,what/was,what/was/robin
political,1,how/many,how/many/political
number,1,what/2007,what/2007/number
hmo,1,which,which/hmo
of,1,are/part,are/part/of
jack,1,when,when/jack
a,1,when/jack,when/jack/a
on,1,who/listed,who/listed/on
second,1,who/was,who/was/second
switzerland,1,who/was,who/was/switzerland
men,1,who/won,who/won/men
is,1,which/partner,which/partner/is
1,1,when/1,when/1/1
tournament,1,when/the,when/the/tournament
locomotive,1,which,which/locomotive
entered,1,which/locomotive,which/locomotive/entered
that,1,which/country,which/country/that
provided,1,who,who/provided
lyrics,1,who/provided,who/provided/lyrics
is,1,what/series,what/series/is
4,1,what/has,what/has/4
director,1,who/was,who/was/director
won,1,which/drivers,which/drivers/won
1,1,when/3,when/3/1
crude,1,what/highest,what/highest/crude
crude,1,which/lowest,which/lowest/crude
has,1,which/2011,which/2011/has
series,1,what/the,what/the/series
with,1,when/sigma,when/sigma/with
sigma,1,when,when/sigma
long,1,what/is,what/is/long
loathe,1,who/directed,who/directed/loathe
was,1,what/sport,what/sport/was
had,1,which/surface,which/surface/had
s,1,what/day,what/day/s
is,1,what/prefecture,what/prefecture/is
prefecture,1,what,what/prefecture
awarded,1,which/album,which/album/awarded
act,1,which,which/act
s,1,which/act,which/act/s
classifications,1,what/school,what/school/classifications
performed,1,what/band,what/band/performed
had,1,which/partner,which/partner/had
a,1,is/also,is/also/a
has,1,which/highschool,which/highschool/has
highschool,1,which,which/highschool
has,1,what/ends,what/ends/has
moving,1,what,what/moving
has,1,what/moving,what/moving/has
of,1,what/branch,what/branch/of
team,1,which/malaysian,which/malaysian/team
market,1,what,what/market
classification,1,which/points,which/points/classification
start,1,is/the,is/the/start
features,1,which/competition,which/competition/features
epsidode,1,how/many,how/many/epsidode
hsoted,1,what/venue,what/venue/hsoted
rank,1,what/market,what/market/rank
does,1,what/title,what/title/does
friendly,1,which,which/friendly
has,1,which/friendly,which/friendly/has
malaysian,1,which,which/malaysian
has,1,which/japanese,which/japanese/has
are,1,which/positions,which/positions/are
fred,1,what/is,what/is/fred
stunts,1,how/many,how/many/stunts
top,1,is/the,is/the/top
magic,1,is/my,is/my/magic
office,1,what,what/office
is,1,what/office,what/office/is
is,1,which/tournament,which/tournament/is
podiums,1,how/many,how/many/podiums
points,1,is/16,is/16/points
that,1,what/joined,what/joined/that
16,1,is,is/16
vii,1,what/is,what/is/vii
xii,1,what/is,what/is/xii
xiii,1,what/is,what/is/xiii
security,1,how/many,how/many/security
againsts,1,how/many,how/many/againsts
my,1,is,is/my
ullrich,1,what,what/ullrich
classifications,1,what/wiaa,what/wiaa/classifications
white,1,what,what/white
hat,1,what/white,what/white/hat
buechel,1,what,what/buechel
manhart,1,what/buechel,what/buechel/manhart
deloria,1,what,what/deloria
boas,1,what/deloria,what/deloria/boas
wiaa,1,how/many,how/many/wiaa
has,1,which/november,which/november/has
wiaa,1,what,what/wiaa
an,1,who/remixed,who/remixed/an
a,1,who/remixed,who/remixed/a
ranked,1,which/position,which/position/ranked
from,1,which,which/from
club,1,which/from,which/from/club
korean,1,which,which/korean
has,1,which/korean,which/korean/has
november,1,which,which/november
mountains,1,what/titanean,what/titanean/mountains
did,1,which/ships,which/ships/did
joni,1,how/did,how/did/joni
george,1,where/did,where/did/george
india,1,how/was,how/was/india
acts,1,which,which/acts
were,1,which/acts,which/acts/were
prithviraj,1,what/were,what/were/prithviraj
m,1,which/prominence,which/prominence/m
raf,1,which,which/raf
squadrons,1,which/raf,which/raf/squadrons
rhine,1,how/did,how/did/rhine
thorne,1,when/did,when/did/thorne
syracuse,1,how/did,how/did/syracuse
jerick,1,how/did,how/did/jerick
do,1,what/values,what/values/do
flight,1,which/top,which/top/flight
alberta,1,did,did/alberta
hourglass,1,when/was,when/was/hourglass
wooddell,1,what/are,what/are/wooddell
dna,1,what/does,what/does/dna
1999,1,when,when/1999
did,1,when/1999,when/1999/did
texas,1,which,which/texas
league,1,which/texas,which/texas/league
kara,1,what,what/kara
titanean,1,what,what/titanean
colophon,1,what/is,what/is/colophon
annual,1,which,which/annual
british,1,what/were,what/were/british
were,1,which/locomotives,which/locomotives/were
accounted,1,which/two,which/two/accounted
marks,1,which/period,which/period/marks
account,1,did/alberta,did/alberta/account
movie,1,did/the,did/the/movie
passion,1,how/did,how/did/passion
patrol,1,what/kara,what/kara/patrol
to,1,where,where/to
where,1,where/to,where/to/where
men,1,which/the,which/the/men
vikram,1,what/were,what/were/vikram
holman,1,what/was,what/was/holman
danko,1,when/did,when/did/danko
do,1,what/albums,what/albums/do
verbs,1,what/are,what/are/verbs
pojamas,1,which,which/pojamas
were,1,which/athletes,which/athletes/were
man,1,who/was,who/was/man
karan,1,what/did,what/did/karan
muratt,1,who/did,who/did/muratt
are,1,which/locomotives,which/locomotives/are
roller,1,how/many,how/many/roller
weeks,1,which/all,which/all/weeks
b,1,when/has,when/has/b
lake,1,what/was,what/was/lake
gabriel,1,when/did,when/did/gabriel
were,1,which/pojamas,which/pojamas/were
were,1,what/cars,what/cars/were
alaska,1,how/did,how/did/alaska
braulio,1,when/was,when/was/braulio
bosnia,1,when/did,when/did/bosnia
broad,1,how,how/broad
was,1,how/broad,how/broad/was
drew,1,what/event,what/event/drew
ana,1,what/was,what/was/ana
volume,1,which,which/volume
is,1,which/volume,which/volume/is
season,1,who/won,who/won/season
performances,1,what,what/performances
were,1,what/performances,what/performances/were
group,1,what/race,what/race/group
sakura,1,when/was,when/was/sakura
votes,1,did/the,did/the/votes
was,1,which/brigade,which/brigade/was
by,1,what/record,what/record/by
general,1,who/replaced,who/replaced/general
achievements,1,what,what/achievements
do,1,what/achievements,what/achievements/do
joined,1,which/players,which/players/joined
it,1,when/did,when/did/it
were,1,what/location,what/location/were
toronto,1,which,which/toronto
rock,1,which/toronto,which/toronto/rock
period,1,which/annual,which/annual/period
kari,1,when/did,when/did/kari
oakland,1,what/was,what/was/oakland
ranks,1,what,what/ranks
of,1,what/ranks,what/ranks/of
did,1,which/model,which/model/did
set,1,which/nation,which/nation/set
planes,1,what/boeing,what/boeing/planes
jamar,1,what/was,what/was/jamar
kink,1,what,what/kink
jacky,1,what/were,what/were/jacky
uta,1,which,which/uta
70,1,which/uta,which/uta/70
own,1,which/companies,which/companies/own
thomas,1,what/was,what/was/thomas
metis,1,what/is,what/is/metis
production,1,in/what,in/what/production
gma,1,what,what/gma
film,1,what/gma,what/gma/film
the,1,how/has,how/has/the
tim,1,when/did,when/did/tim
number,1,what/are,what/are/number
malaysia,1,what/is,what/is/malaysia
game,1,how/was,how/was/game
surviving,1,how/many,how/many/surviving
comprises,1,which/sex,which/sex/comprises
play,1,which/theatre,which/theatre/play
jonathan,1,what/s,what/s/jonathan
b75,1,is/the,is/the/b75
first,1,what/is,what/is/first
the,1,what/had,what/had/the
video,1,in/which,in/which/video
china,1,what/was,what/was/china
scored,1,which/players,which/players/scored
had,1,what,what/had
the,1,who/left,who/left/the
visitor,1,how/many,how/many/visitor
lindwall,1,how/did,how/did/lindwall
of,1,what/kink,what/kink/of
meyer,1,when/did,when/did/meyer
on,1,what/stations,what/stations/on
midnight,1,when/was,when/was/midnight
volvo,1,which/model,which/model/volvo
states,1,in/which,in/which/states
were,1,what/films,what/films/were
elizabeth,1,what/is,what/is/elizabeth
editions,1,what,what/editions
and,1,what/editions,what/editions/and
to,1,is/home,is/home/to
richard,1,did,did/richard
edmonds,1,did/richard,did/richard/edmonds
natasha,1,when/did,when/did/natasha
length,1,is/the,is/the/length
maps,1,what/did,what/did/maps
al,1,who/replaced,who/replaced/al
wc,1,when/did,when/did/wc
striker,1,what/is,what/is/striker
dakota,1,what/did,what/did/dakota
participate,1,did/luzern,did/luzern/participate
blunderbuss,1,what/were,what/were/blunderbuss
for,1,who/wrote,who/wrote/for
gooch,1,how/did,how/did/gooch
clemson,1,how/were,how/were/clemson
represented,1,which/drivers,which/drivers/represented
wei,1,where/did,where/did/wei
bad,1,how,how/bad
is,1,how/bad,how/bad/is
luzern,1,did,did/luzern
in,1,who/were,who/were/in
bassel,1,did,did/bassel
jradi,1,did/bassel,did/bassel/jradi
respectively,1,which/catalogue,which/catalogue/respectively
psalms,1,how/many,how/many/psalms
telugu,1,who/directed,who/directed/telugu
critz,1,how/did,how/did/critz
felipe,1,when/did,when/did/felipe
bus,1,which/nj,which/nj/bus
records,1,what/olympic,what/olympic/records
did,1,which/festival,which/festival/did
lackey,1,when/did,when/did/lackey
siemian,1,what/were,what/were/siemian
american,1,where/was,where/was/american
vaishno,1,what/was,what/was/vaishno
progressive,1,when/is,when/is/progressive
contribute,1,did/dawn,did/dawn/contribute
fay,1,did,did/fay
marqise,1,when/did,when/did/marqise
lydiadas,1,when/was,when/was/lydiadas
abdallah,1,did,did/abdallah
salem,1,did/abdallah,did/abdallah/salem
better,1,who/performed,who/performed/better
no,1,what/is,what/is/no
have,1,did/ingram,did/ingram/have
ingram,1,did,did/ingram
206pb,1,how/are,how/are/206pb
convoy,1,how/many,how/many/convoy
spank,1,when/was,when/was/spank
johnson,1,did/the,did/the/johnson
respond,1,did/not,did/not/respond
ofatumumab,1,what/is,what/is/ofatumumab
statistics,1,in/which,in/which/statistics
peak,1,what,what/peak
position,1,what/peak,what/peak/position
rachel,1,what/did,what/did/rachel
michael,1,how/did,how/did/michael
turnout,1,what/percentage,what/percentage/turnout
charts,1,what,what/charts
did,1,what/charts,what/charts/did
corvalan,1,did/claudio,did/claudio/corvalan
third,1,did/the,did/the/third
represent,1,did/they,did/they/represent
lady,1,when/was,when/was/lady
idaho,1,which/of,which/of/idaho
birds,1,how/many,how/many/birds
ripley,1,did/fay,did/fay/ripley
claudio,1,did,did/claudio
numbers,1,what/binary,what/binary/numbers
james,1,when/was,when/was/james
contribution,1,what,what/contribution
did,1,what/contribution,what/contribution/did
avidemux,1,does,does/avidemux
support,1,does/avidemux,does/avidemux/support
will,1,which/countries,which/countries/will
categories,1,in/which,in/which/categories
brimstone,1,when/did,when/did/brimstone
dawn,1,did,did/dawn
planets,1,what/named,what/named/planets
eddie,1,what/are,what/are/eddie
andrea,1,what/was,what/was/andrea
black,1,how/was,how/was/black
collins,1,is/terry,is/terry/collins
players,1,which/football,which/football/players
guillaumes,1,how/did,how/did/guillaumes
power,1,how/did,how/did/power
lots,1,are/there,are/there/lots
shi,1,what/did,what/did/shi
released,1,which/films,which/films/released
terry,1,is,is/terry
and,1,which/models,which/models/and
plitvice,1,how/many,how/many/plitvice
milford,1,when/was,when/was/milford
caudron,1,how/many,how/many/caudron
paraguay,1,how/did,how/did/paraguay
sahabzada,1,when/was,when/was/sahabzada
changed,1,who,who/changed
team,1,who/changed,who/changed/team
runways,1,what,what/runways
of,1,what/runways,what/runways/of
rover,1,which/range,which/range/rover
artists,1,what,what/artists
covered,1,what/artists,what/artists/covered
does,1,how/far,how/far/does
signed,1,which/players,which/players/signed
matthias,1,what/was,what/was/matthias
added,1,are/the,are/the/added
battalions,1,what,what/battalions
are,1,what/battalions,what/battalions/are
labels,1,what/record,what/record/labels
play,1,did/blind,did/blind/play
coe,1,how/did,how/did/coe
jiro,1,what/did,what/did/jiro
shinya,1,did,did/shinya
entered,1,which/teams,which/teams/entered
debra,1,when/did,when/did/debra
tp,1,did,did/tp
mazembe,1,did/tp,did/tp/mazembe
by,1,which/titles,which/titles/by
numbers,1,what,what/numbers
did,1,what/numbers,what/numbers/did
leopold,1,who/succeeded,who/succeeded/leopold
won,1,what/teams,what/teams/won
of,1,which/model,which/model/of
klaus,1,did,did/klaus
win,1,did/klaus,did/klaus/win
hartlepool,1,when/was,when/was/hartlepool
numbered,1,which/routes,which/routes/numbered
majority,1,where/the,where/the/majority
public,1,which,which/public
offices,1,which/public,which/public/offices
segments,1,what,what/segments
of,1,what/segments,what/segments/of
approaches,1,which/year,which/year/approaches
canadian,1,who/were,who/were/canadian
doug,1,which,which/doug
and,1,which/doug,which/doug/and
and,1,which/show,which/show/and
sumner,1,when/did,when/did/sumner
gianluca,1,how/was,how/was/gianluca
telugu,1,which,which/telugu
movies,1,which/telugu,which/telugu/movies
tsukamoto,1,did/shinya,did/shinya/tsukamoto
michigan,1,what/did,what/did/michigan
for,1,who/scored,who/scored/for
nulliparous,1,who/were,who/were/nulliparous
john,1,which/of,which/of/john
kere,1,did/johnson,did/johnson/kere
johnson,1,did,did/johnson
stefan,1,who/succeeded,who/succeeded/stefan
overhauled,1,who/is,who/is/overhauled
dundee,1,how/did,how/did/dundee
sexually,1,who/were,who/were/sexually
sultan,1,who/was,who/was/sultan
pci,1,how/did,how/did/pci
blind,1,did,did/blind
betsch,1,where/was,where/was/betsch
rooms,1,which,which/rooms
does,1,which/rooms,which/rooms/does
latin,1,what,what/latin
grammy,1,what/latin,what/latin/grammy
lakshmy,1,what/has,what/has/lakshmy
command,1,who/took,who/took/command
moons,1,which,which/moons
in,1,which/moons,which/moons/in
narron,1,what/was,what/was/narron
fukuda,1,how/did,how/did/fukuda
and,1,who/directed,who/directed/and
held,1,what/is,what/is/held
tourist,1,what,what/tourist
locations,1,what/tourist,what/tourist/locations
bear,1,when/was,when/was/bear
sylvie,1,how/did,how/did/sylvie
under,1,when/and,when/and/under
runways,1,how/many,how/many/runways
il,1,what/do,what/do/il
won,1,which,which/won
the,1,which/won,which/won/the
by,1,which/films,which/films/by
secret,1,when/did,when/did/secret
bethel,1,how/did,how/did/bethel
jewel,1,what/is,what/is/jewel
liquor,1,how/many,how/many/liquor
the,1,where/do,where/do/the
philadelphia,1,who/s,who/s/philadelphia
have,1,which/games,which/games/have
join,1,did/he,did/he/join
have,1,did/changji,did/changji/have
el,1,who/beat,who/beat/el
left,1,which/players,which/players/left
greg,1,what/did,what/did/greg
bogosian,1,who/succeeded,who/succeeded/bogosian
service,1,how/many,how/many/service
monica,1,when/was,when/was/monica
does,1,what/power,what/power/does
boardman,1,when/did,when/did/boardman
cosponsors,1,how/many,how/many/cosponsors
mike,1,who/did,who/did/mike
their,1,who/started,who/started/their
undergraduate,1,what/is,what/is/undergraduate
gulnara,1,how/did,how/did/gulnara
england,1,how/did,how/did/england
and,1,what/rank,what/rank/and
szczeglice,1,what/were,what/were/szczeglice
romina,1,what/is,what/is/romina
t,1,when/was,when/was/t
buck,1,how/did,how/did/buck
civilians,1,how/many,how/many/civilians
three,1,when/were,when/were/three
leke,1,did,did/leke
ansaldi,1,did/cristian,did/cristian/ansaldi
barbara,1,what/was,what/was/barbara
connected,1,which/line,which/line/connected
hong,1,what/was,what/was/hong
vehicles,1,what,what/vehicles
were,1,what/vehicles,what/vehicles/were
cao,1,what/did,what/did/cao
airlines,1,which,which/airlines
made,1,what/statistics,what/statistics/made
cristian,1,did,did/cristian
country,1,does/any,does/any/country
björn,1,did,did/björn
forslund,1,did/björn,did/björn/forslund
hurricane,1,what/was,what/was/hurricane
anisian,1,what/is,what/is/anisian
programs,1,which/television,which/television/programs
luke,1,how/was,how/was/luke
statistics,1,what,what/statistics
provided,1,which/airlines,which/airlines/provided
changji,1,did,did/changji
nutter,1,when/did,when/did/nutter
busan,1,does,does/busan
have,1,does/busan,does/busan/have
wetaskiwin,1,who/was,who/was/wetaskiwin
bradford,1,when/was,when/was/bradford
were,1,what/works,what/works/were
artists,1,did/any,did/any/artists
sebastian,1,what/did,what/did/sebastian
ears,1,how/many,how/many/ears
did,1,which/episodes,which/episodes/did
joan,1,how/was,how/was/joan
unesco,1,how/many,how/many/unesco
alfred,1,did,did/alfred
proclaimed,1,who/was,who/was/proclaimed
boy,1,what/is,what/is/boy
james,1,did/leke,did/leke/james
morris,1,did/alfred,did/alfred/morris
role,1,what/the,what/the/role
seals,1,how/many,how/many/seals
national,1,what,what/national
preserves,1,what/national,what/national/preserves
numbers,1,which/unit,which/unit/numbers
sri,1,what/was,what/was/sri
return,1,how/many,how/many/return
wiltord,1,did/sylvain,did/sylvain/wiltord
lefevre,1,when/did,when/did/lefevre
wen,1,did/zhao,did/zhao/wen
howitzer,1,how/many,how/many/howitzer
apple,1,how/did,how/did/apple
caeleb,1,did,did/caeleb
dressel,1,did/caeleb,did/caeleb/dressel
tyrod,1,what/did,what/did/tyrod
sylvain,1,did,did/sylvain
were,1,which/trains,which/trains/were
don,1,did/the,did/the/don
zhao,1,did,did/zhao
king,1,did,did/king
rbi,1,how/many,how/many/rbi
ottowa,1,did/the,did/the/ottowa
reach,1,did/he,did/he/reach
rancho,1,when,when/rancho
sold,1,when/rancho,when/rancho/sold
vipul,1,did,did/vipul
gupta,1,did/vipul,did/vipul/gupta
georgia,1,how/did,how/did/georgia
models,1,which/two,which/two/models
hedrick,1,how/did,how/did/hedrick
own,1,who,who/own
the,1,who/own,who/own/the
h,1,how/many,how/many/h
sara,1,did,did/sara
bareilles,1,did/sara,did/sara/bareilles
recently,1,who/won,who/won/recently
series,1,when/were,when/were/series
over,1,which/director,which/director/over
final,1,when/was,when/was/final
temalangeni,1,did,did/temalangeni
east,1,did/the,did/the/east
competitions,1,in/what,in/what/competitions
finds,1,which/one,which/one/finds
featured,1,what/plays,what/plays/featured
book,1,which,which/book
of,1,which/book,which/book/of
appearances,1,which/guest,which/guest/appearances
were,1,which/monarchs,which/monarchs/were
jim,1,how/is,how/is/jim
play,1,did/amrinder,did/amrinder/play
matches,1,which/2014,which/2014/matches
amrinder,1,did,did/amrinder
participate,1,did/he,did/he/participate
tapas,1,what/did,what/did/tapas
cup,1,how/many,how/many/cup
william,1,what/caused,what/caused/william
monarchs,1,which,which/monarchs
strange,1,what/is,what/is/strange
convoys,1,which,which/convoys
did,1,which/convoys,which/convoys/did
gn,1,what,what/gn
numbers,1,what/gn,what/gn/numbers
gateshead,1,what/did,what/did/gateshead
wavelengths,1,what,what/wavelengths
do,1,what/wavelengths,what/wavelengths/do
kid,1,when/was,when/was/kid
scored,1,who/has,who/has/scored
bitter,1,what/is,what/is/bitter
bell,1,where/did,where/did/bell
roger,1,did,did/roger
kennerson,1,did/roger,did/roger/kennerson
deals,1,what,what/deals
did,1,what/deals,what/deals/did
dlamini,1,did/temalangeni,did/temalangeni/dlamini
have,1,which/planets,which/planets/have
idaho,1,what/is,what/is/idaho
speedway,1,did,did/speedway
grand,1,did/speedway,did/speedway/grand
michelle,1,did,did/michelle
kwan,1,did/michelle,did/michelle/kwan
dudley,1,when/was,when/was/dudley
furlong,1,when/did,when/did/furlong
schools,1,who,who/schools
were,1,who/schools,who/schools/were
chavarria,1,did/pablo,did/pablo/chavarria
did,1,which/production,which/production/did
folios,1,which,which/folios
contained,1,which/folios,which/folios/contained
insuperettan,1,which/club,which/club/insuperettan
can,1,which/sports,which/sports/can
leitao,1,what/was,what/was/leitao
were,1,what/cities,what/cities/were
are,1,which/numbers,which/numbers/are
max,1,how/did,how/did/max
mili,1,what/were,what/were/mili
were,1,which/group,which/group/were
buffel,1,did/thomas,did/thomas/buffel
jack,1,what/did,what/did/jack
braga,1,how/did,how/did/braga
craig,1,how/did,how/did/craig
newspapers,1,which,which/newspapers
have,1,which/newspapers,which/newspapers/have
lake,1,where/was,where/was/lake
forsyth,1,when/did,when/did/forsyth
films,1,which/1998,which/1998/films
videos,1,in/what,in/what/videos
bernard,1,when/has,when/has/bernard
episodes,1,when/did,when/did/episodes
costs,1,which/player,which/player/costs
applications,1,how/many,how/many/applications
did,1,what/aircraft,what/aircraft/did
tatyana,1,what/did,what/did/tatyana
aditi,1,what/did,what/did/aditi
bulgaria,1,how/did,how/did/bulgaria
dietz,1,did/bernard,did/bernard/dietz
athletes,1,what,what/athletes
on,1,what/athletes,what/athletes/on
south,1,how/does,how/does/south
did,1,which/conference,which/conference/did
bernard,1,did,did/bernard
paradise,1,when/did,when/did/paradise
altitude,1,what,what/altitude
exact,1,what,what/exact
group,1,in/which,in/which/group
leyla,1,when/were,when/were/leyla
chesterfield,1,did/the,did/the/chesterfield
pollara,1,did,did/pollara
cobb,1,did/pollara,did/pollara/cobb
raffaello,1,when/were,when/were/raffaello
itu,1,what,what/itu
t,1,what/itu,what/itu/t
ben,1,what/were,what/were/ben
are,1,what/altitude,what/altitude/are
action,1,what/exact,what/exact/action
turbofans,1,what,what/turbofans
does,1,what/turbofans,what/turbofans/does
steven,1,when/did,when/did/steven
sailing,1,which,which/sailing
classes,1,which/sailing,which/sailing/classes
kobo,1,what/was,what/was/kobo
ad,1,what/years,what/years/ad
much,1,who/were,who/were/much
hippolyte,1,what/did,what/did/hippolyte
completed,1,how/many,how/many/completed
is,1,how/good,how/good/is
recieved,1,who,who/recieved
the,1,who/recieved,who/recieved/the
older,1,how/many,how/many/older
with,1,which/drivers,which/drivers/with
ucla,1,when/did,when/did/ucla
all,1,who/led,who/led/all
nils,1,where/was,where/was/nils
kinchen,1,what/did,what/did/kinchen
ralph,1,did,did/ralph
breyer,1,did/ralph,did/ralph/breyer
italy,1,who/did,who/did/italy
play,1,did/hunt,did/hunt/play
hunt,1,did,did/hunt
held,1,which/players,which/players/held
bethel,1,what/did,what/did/bethel
banks,1,how/large,how/large/banks
